entities	language	tweet_id	text	cagri	kaan	label	cagri_labels	kaan_labels	emre	oguzhan	emre_labels	oguzhan_labels
110:157%HTAR|158:184%HSIG	1	1344493705592389634	"The only issue I'm an anti-moralist (Christian morals) on is praying for your enemies.

I sincerely hope that racists, anti-Semites, queerphobes, and abusers drop dead where they stand"	2.0	2.0	2.0	110:157%HTAR|158:184%HSIG	110:117%HTAR|119:131%HTAR|133:144%HTAR|150:157%HTAR|158:184%HSIG	-1	-1		
0:23%OTAR|82:93%OSIG|124:142%OTAR|142:171%OSIG	0	1327889358423285762	Şeyh saidi seyit rızayı alevi olduğu için sevmiyoruz diye düşünenler yanılıyorlar vatan haini olduğu için nefret duyuyoruz. Bunları savunanlar varsa da net vatan hainidir.	1.0	1.0	1.0	124:142%OTAR|156:170%OSIG	0:23%OTAR|82:93%OSIG|124:171%OSIG	-1	-1		
5:18%OSIG|146:186%OSIG	1	1376537948313817088	"Lmao raggedy bitch trying to gaslight rkelly's rape outrage. And compare it to a fictitious character on a pair of shoes a homosexual child made. You bitches are the pinnacle of pathetic. 

@ceethemogul"	1.0	1.0	1.0	146:186%OSIG	5:18%OSIG|150:157%OSIG|162:186%OSIG	-1	-1		
	1	1377256059883163655	"This is jeopardy!!!! The category is common bonds.
Trump, Epstein, Gaetz, Moore, Maxwell.. the answers are .......
 What is a rapist, a pervert a sex trafficker a child molester and a madaam!!! https://t.co/AIdB3zmZRu"	1.0	0.0	-2.0	51:88%OTAR|124:190%OSIG		1.0	1.0	type:textContent|117$125$8$highlight-offensivetarget$|235$241$1$highlight-offensivesignal$|243$286$4$highlight-offensivesignal$|291$299$5$highlight-offensivesignal$	type:textContent|160$165$1$highlight-offensivetarget$|167$174$2$highlight-offensivetarget$|176$181$3$highlight-offensivetarget$|183$188$4$highlight-offensivetarget$|190$197$5$highlight-offensivetarget$|235$241$6$highlight-offensivesignal$|245$252$7$highlight-offensivesignal$|255$269$8$highlight-offensivesignal$|272$286$9$highlight-offensivesignal$|293$299$10$highlight-offensivesignal$
	0	1273324621740343297	"Etkileşim almak için eski futbolculara iki gözümün çiçeği, üzümlü kekim veya cennetten çiçeğim gibi salak saçma twit atanlara duyurumdur:
Başarısızlar olanlar maziden, başarılılar atiden konuşur. Galatasaray taraftarı gibi davranın; geleceğe odaklanın!"	0.0	1.0	-2.0		100:111%OSIG	0.0	0.0		
76:93%OSIG|127:134%OSIG|135:140%OTAR	1	1276732591803162625	#TurkeyIsBombingKurds is trending. A real issue with real dead civilians. A faschistic regime invading another country and the fucking turks are still just like PKK PKK PKK PKK PKK!	1.0	1.0	1.0	76:93%OSIG|127:134%OSIG|135:140%OTAR	127:134%OSIG|135:140%OTAR	-1	-1		
	0	1361311196243181572	Ben seninle şarjörlü silahla rus ruleti oynama ihtimalini sevdim! 🤭🤦‍♂️😁 https://t.co/pQuVopDBRf	0.0	0.0	0.0			-1	-1		
	0	1336409943071657985	"Başakşehir maçın 4. hakemi tarafından Webo’ya yapılan ırkçı saldırı sonrası maçtan çekildi. Webo’ya yapılan ırkçı saldırıyı kınıyoruz ve hakem hakkında gerekenin yapılmasını istiyoruz.
#PSGIBFK #Notoracism https://t.co/uv2wUjMItN"	0.0	0.0	0.0			-1	-1		
	1	1377340069665595394	"In nomine Patris
et Filii
et Spiritus Sancti

Eternal Father
I offer Thee
the Most Precious Blood
of Thy Divine Son
Jesus
in union w masses
said thruout the world today
for all holy souls in purgatory
for sinners everywhere
in the universal church
in my own home
&amp; w/in my family"	0.0	0.0	0.0			-1	-1		
	1	1277249088824713216	Went to church, being held outside, it was great! Fuck the @ERLC. Fuck the racists who push critical race theory, may the Lord stop their viperious tongues.	2.0	1.0	-2.0	50:54%OSIG|60:64%HTAR|66:70%OSIG|114:155%HSIG	50:54%OSIG|55:64%OTAR|66:70%OSIG|71:112%OTAR	2.0	1.0	type:textContent|159$163$1$highlight-offensivesignal$|169$173$2$highlight-offensivetarget$|175$179$3$highlight-offensivesignal$|180$192$7$highlight-hatetarget$|226$264$5$highlight-hatesignal$	type:textContent|159$163$8$highlight-offensivesignal$|164$173$9$highlight-offensivetarget$|175$179$1$highlight-offensivesignal$|180$191$7$highlight-offensivetarget$|241$264$3$highlight-offensivesignal$
	0	1358118551098433536	"OROSPU ÇOCUKLARINI DÜMDÜZ ETTİK.
EZE EZE, SİKE SİKE, TRİBÜNLERİNDE Kİ ÇAKMA SAĞLIKCILARINA KAN NASIL ALINIR GÖSTERDİK.
SİKER GALATASARAY! https://t.co/x1o5OqzTIF"	1.0	2.0	-2.0	0:18%OSIG|42:51%OSIG|119:124%OSIG	0:31%HSIG|33:51%HSIG|70:117%HSIG|119:136%HSIG	1.0	2.0	type:textContent|109$127$1$highlight-offensivesignal$|128$140$2$highlight-offensivesignal$|142$149$3$highlight-offensivesignal$|151$160$4$highlight-offensivesignal$|200$226$5$highlight-offensivesignal$|228$233$6$highlight-offensivesignal$	type:textContent|109$125$1$highlight-offensivesignal$|128$140$2$highlight-offensivesignal$|142$149$3$highlight-hatesignal$|151$160$4$highlight-hatesignal$|200$226$5$highlight-hatesignal$|228$233$6$highlight-offensivesignal$
	1	1377366934690308098	New pod: #Mets WAR Games! We preview the season by having three guests on for a Mets player snake draft. The team with the highest WAR at the end of the season wins. We sprinkle in some #Lindor talk as well. #LGM #OpeningDay https://t.co/t9Hs2hJyMj	0.0	0.0	0.0			-1	-1		
	1	1233893277943947265	"Palestinian activist and journalist Ali Muslih has been enduring a mysterious fate in Syrian state jails for the seventh consecutive year.

Ali was kidnapped on January 11, 2013

 https://t.co/GSwnZ6YIhu"	0.0	0.0	0.0			-1	-1		
0:6%OTAR|49:66%OSIG|113:132%OSIG	1	1277776193857769472	my mom is being really biphobic rn she literally just fucking said ‘all bi men are just confused gay men’ please get me the fuck out https://t.co/MS0vPY9uAV	1.0	1.0	1.0	0:6%OTAR|49:66%OSIG|113:132%OSIG	54:61%OSIG	-1	-1		
26:33%OSIG|33:42%HTAR|42:47%OSIG|134:140%OSIG|176:198%HSIG	1	1344505635556134914	going to skid row on some psycho Christian shit without masks to “expel demons” or whatever from homeless people is beyond me...these FREAKS just want ppl on skid row dead and I will m***** them all	2.0	2.0	2.0	33:42%HTAR|134:140%OSIG|176:198%HSIG	26:47%OSIG|134:140%OSIG|176:198%HSIG	-1	-1		
	0	1230833660129161216	arkadaşlar bu arada cinsel tercih değil yönelim	0.0	0.0	0.0			-1	-1		
	1	1344479298070040577	"I'm not gonna find a tweet about ""tweet your conflicting leftist belief"". The guy who intentionally spoiled the covid vaccines in Milwaukee should be tried for domestic terrorism. The 5G bomber guy was a terrorist. A functioning state would deal with it."	0.0	0.0	0.0			-1	-1		
	0	1233851072558616577	CHP’yi bir zillet, çamur, çöp, çukur ve şer partisidir,terörist dostu CHP ve Kılıçdaroğlu’nun katlettikleri şehitlerin cenaze merasimlerine katılarak şov yapma girişimleri kabul edilemez Türkiye’nin CHP’den kurtuluşu ancak yeni bir İstiklal muharebesiyle yani tarihiyle mümkündür	1.0	2.0	-2.0	0:3%OTAR|11:69%OSIG|70:73%OTAR|77:89%OTAR	0:3%HTAR|11:69%HSIG|70:89%HTAR|94:118%HSIG|150:159%OSIG|187:279%HSIG	1.0	1.0	type:textContent|109$115$1$highlight-offensivetarget$|120$126$2$highlight-offensivesignal$|128$133$3$highlight-offensivesignal$|135$138$4$highlight-offensivesignal$|149$160$5$highlight-offensivesignal$|164$178$6$highlight-offensivesignal$|179$182$7$highlight-offensivetarget$|186$202$8$highlight-offensivetarget$	type:textContent|109$112$1$highlight-offensivetarget$|120$126$2$highlight-offensivesignal$|128$133$3$highlight-offensivesignal$|135$138$4$highlight-offensivesignal$|149$160$5$highlight-offensivesignal$|164$178$6$highlight-offensivesignal$|179$182$7$highlight-offensivetarget$|186$198$8$highlight-offensivetarget$
	1	1233885110354632705	"Today's Oregon High School Basketball Live Stream 2020
➡️ Watch Link📺 https://t.co/rr17WI3BRY

Yamhill-Carlton vs De La Salle North Catholic
6p

Nyssa vs Amity
7p

Bandon vs Pilot Rock
7p

Sutherlin vs Creswell
7p

Warrenton vs Dayton
7p"	0.0	0.0	0.0			-1	-1		
	0	1335138647000178689	"Vehbi Yıldız Hoca imam hatip liselerinde 36 yıl hadis, kelam, tefsir ve Kuran-ı Kerim dersleri vermiş, 8 kitabın yazarı gerçek bir alim.

Bulunduğu koğuşta hadis dersleri veren bir alleme-i cihana terörist deme talihsizliği ve utancı yedi ceddinize yeter.

ReformunAdı TersKelepçe"	0.0	1.0	-2.0		197:254%OSIG	0.0	2.0		type:textContent|343$363$2$highlight-hatesignal$|378$389$1$highlight-hatesignal$
	1	1277091056119676929	fuck league. i hate league. fuck this fucking game.	2.0	1.0	-2.0	0:4%OSIG|5:11%OTAR|13:19%HSIG|20:26%HTAR	0:4%OSIG|5:11%OTAR|20:26%OTAR|28:45%OSIG	1.0	1.0	type:textContent|109$113$1$highlight-offensivesignal$|124$128$2$highlight-offensivesignal$|137$141$3$highlight-offensivesignal$|147$154$4$highlight-offensivesignal$	type:textContent|109$113$1$highlight-offensivesignal$|114$120$6$highlight-offensivetarget$|124$128$2$highlight-offensivesignal$|129$135$7$highlight-offensivetarget$|137$141$3$highlight-offensivesignal$|147$154$4$highlight-offensivesignal$|155$159$5$highlight-offensivetarget$
	1	1277320266218160137	A bitch is so thrifty that they just got fancy-ass German knives for $30 bucks.		1.0	-2.0		2:7%OSIG|11:21%OSIG	-1	-1		
7:12%OSIG|12:20%OTAR|20:21%OSIG|21:26%OTAR	0	1261227660832903168	Sitede ibne feminist vegan gördükçe oruç gidiyo bende	1.0	1.0	1.0	7:11%OSIG|12:20%OTAR|21:26%OTAR	7:26%OSIG	-1	-1		
	0	1343516734024769542	"Kimse kusura bakmasın arkadas hak ediyosunuz oy verirken kafanıza silah dayamıyolar bu akp mhp chp meselesi değil karrı kendin vercen bizim millet cahil arkadas tayip durur simdi oy gününe yakın 3bin yaptım der milllet oya abanır 😆

 #asgariucret"	1.0	0.0	-2.0	134:146%OTAR|147:152%OSIG		0.0	0.0		type:textContent|243$255$3$highlight-no$
	0	1276981633833467906	"Travesti, gay, homo, fahişe ne varsa CHP destekliyor!
CHP daha kıçına sahip çıkamamış birde ülkeyi kurtaracaklarmış. Bunların arkasına takılan seçmende nasıl bir akıl var🤣🤣"	1.0	2.0	-2.0	54:57%OTAR|58:85%OSIG	0:27%HSIG|37:40%HTAR|54:57%HTAR|63:85%OSIG	1.0	1.0	type:textContent|109$117$1$highlight-offensivesignal$|119$122$2$highlight-offensivesignal$|124$128$3$highlight-offensivesignal$|130$136$4$highlight-offensivesignal$|146$149$5$highlight-offensivetarget$|163$166$6$highlight-offensivetarget$|172$194$7$highlight-offensivesignal$|252$258$8$highlight-offensivetarget$|261$279$9$highlight-offensivesignal$	type:textContent|109$117$1$highlight-offensivesignal$|119$122$2$highlight-offensivesignal$|124$128$3$highlight-offensivesignal$|130$136$4$highlight-offensivesignal$|146$149$5$highlight-offensivetarget$|163$166$6$highlight-offensivetarget$|172$194$7$highlight-offensivesignal$|252$258$8$highlight-offensivetarget$|261$279$9$highlight-offensivesignal$
	1	1376211601305575442	England are about to waste all these talented young players cos of this terrorist they call a manager. How can you have so many technically gifted ballers and play this dead football. Playing two holding midfielders against Albania how many will he play vs France, Germany etc ?	1.0	0.0	-2.0	67:81%OSIG|94:101%OTAR		1.0	1.0	type:textContent|181$190$1$highlight-offensivesignal$|203$210$2$highlight-offensivetarget$	type:textContent|181$190$1$highlight-offensivesignal$|203$210$2$highlight-offensivetarget$|278$291$3$highlight-offensivesignal$
	1	1377377530240401408	How many people died from the biden covid today	1.0	0.0	-2.0	0:25%OSIG|30:35%OTAR		1.0	0.0	type:textContent|139$144$1$highlight-offensivetarget$|145$150$2$highlight-offensivesignal$	
	0	1358062088896315394	Abi neden hep derbi maçlarında gustavo pelkas  vs önemli oyuncular olmuyor bizim kaderimizdemi var bunlar .harbiden cinayet sebebi @Fenerbahce	0.0	2.0	-2.0		107:130%HSIG	0.0	2.0		type:textContent|225$239$1$highlight-hatesignal$|240$251$2$highlight-hatetarget$
0:11%OTAR|96:144%OSIG	1	1278008924298452997	Republicans pissed at the thought of a Joe Biden presidency, as if there arent consequences for hitching your political wagon to a piece of shit.	1.0	1.0	1.0	0:11%OTAR|96:144%OSIG	131:144%OSIG	-1	-1		
	1	1277979503101280260	I’m so sick of these so called experts! For months now! No don’t wear mask, virus not bad! Then it’s wear a mask, virus very bad! Then back again! And fro again! No damn wonder why idiots don’t have a freaking clue what’s going on, that and of course their idiot president!	1.0	0.0	-2.0	0:14%OSIG|21:38%OTAR|181:187%OSIG|257:262%OSIG|263:272%OTAR		1.0	1.0	type:textContent|130$139$5$highlight-offensivesignal$|140$147$4$highlight-offensivetarget$|290$296$1$highlight-offensivesignal$|366$371$2$highlight-offensivesignal$|372$381$3$highlight-offensivetarget$	type:textContent|140$147$1$highlight-offensivetarget$|290$296$2$highlight-offensivesignal$|366$371$3$highlight-offensivesignal$|372$381$4$highlight-offensivetarget$
	1	1277107253288427520	Don't impose y'alls belief on others. If you think you nice, act nice. Hating on people that weren't even bothering you is just plain stupid.	0.0	1.0	-2.0		128:140%OSIG	0.0	0.0		
192:224%OSIG	0	1267398027939139585	#KatilAKP #AbdullahÇatlı #HergünBiriniziBirgünHepinizi  #DevletimizinYanındayız #BarisCakan #pazartesi Türk Kürt #BendeKürtçeMüzikDinliyorum Barış Çakan 'ın ölümüyle ilgili yalan haberi yayan alçak ve şerefsiz provakatörlere İçişleri Bakanlığı ve Ankara Valiliği açıklama yaptı. https://t.co/fblmeJmVNi	1.0	1.0	1.0	192:209%OSIG	192:224%OSIG	-1	-1		
	1	1233874960415969282	Remembering Poltergeist Church//no one will survive// https://t.co/LDHLgXThzc via @YouTube		0.0	-2.0			-1	-1		
	1	1277946850520293376	"As a black person, i really hate to see my own people say, ""i'm not muslim- i don't support them- they're all terrorist- they don't believe in my god-"" SO COMFORTABLY! the Black Community needs to speak tf up- they fought for us so we fight for them! #FreePalestine"	0.0	1.0	-2.0		203:205%OSIG	1.0	1.0	type:textContent|281$296$4$highlight-offensivetarget$|319$358$3$highlight-offensivesignal$	type:textContent|137$141$1$highlight-offensivesignal$|149$162$2$highlight-offensivetarget$|341$358$3$highlight-offensivesignal$
	0	1261284596106383360	"AKP-MHP Faşist İktidar Koalisyonu’nun çimentosu Kürt düşmanlığıdır!

SYKP: ""İktidar Koalisyonu damarına Kürt düşmanlığı enjekte etmeden bir gün bile ayakta kalamaz. Arka arkaya gündeme gelen kayyım darbelerinin nedeni budur.""
https://t.co/KubCXjwXfy https://t.co/99lXM3DGZc"	1.0	0.0	-2.0	8:14%OSIG|15:22%OTAR		1.0	1.0	type:textContent|109$116$1$highlight-offensivetarget$|117$123$2$highlight-offensivesignal$|157$175$3$highlight-offensivesignal$	type:textContent|109$116$1$highlight-offensivetarget$|117$123$2$highlight-offensivesignal$|157$172$3$highlight-offensivesignal$
	1	1233896357154316288	"Starting at age 2, Donald Trump's father gave him $471 million.

Trump went into the casino business and declared back to back to back bankruptcies in 1990 – 91.

This is who the minority installed as POTUS!

Trump inherited an expanding economy! https://t.co/YGSReypXYN"	0.0	0.0	0.0			-1	-1		
79:122%HSIG	0	1228017708983312384	Son olaylar gösteriyor ki dışarıda olur da kadın erkek kavgasına şahit olursak ikisini de tedbir amaçlı  dövmek gerekiyor.	2.0	2.0	2.0	105:121%HSIG	79:122%HSIG	-1	-1		
0:13%OTAR|105:136%OSIG	0	1273235246478168070	"Barış fanları Beşiktaş taraftarından sms dileniyor. Sanırsın Barış=Atiba 
Sanırsın Barış=İlhan Mansız 😂
Ne kadar salak insanlarsınız ya :D #survivor2020"	1.0	1.0	1.0	0:13%OTAR|114:119%OSIG	105:136%OSIG	-1	-1		
	0	1325086272424189953	Bu kadar kötü nasıl olabiliriz ya. Rezalet takım rezalet futbol rezalet yönetim. Vallahi bu takımın hakkı süper lig değil billahi değil. Ulan Ağaoğlu mafettin kan takımı.	0.0	0.0	0.0			-1	-1		
39:57%OSIG|171:176%OTAR|193:205%OSIG	1	1344789788277223424	"If our intell hasn't worked to prevent this diapered arse from playing with fire they ought to consider doing it before January 3rd.  
Iran does not want a war. They want trump to sit down and shut his gob."	1.0	1.0	1.0	39:57%OSIG|171:176%OTAR	193:205%OSIG	-1	-1		
0:9%OTAR|10:24%OSIG	1	1277118893564153856	Christian is terrorizing our villagers on ACNH ... wtf broo 😭	1.0	1.0	1.0	0:9%OTAR|10:24%OSIG	0:9%OTAR	-1	-1		
	1	1344398685287944193	"two scenarios on the play now in our area 
The #USA vs #Iran it's a plan that had its setups and founding since the 1980s 
no matter who is US president or Iranian president 
this plan has the Go green and we are witnessing the finality.
and #Russia is like vultures. eat the dead"	1.0	2.0	-2.0	243:249%OTAR|253:266%OSIG	268:280%HSIG	1.0	1.0	type:textContent|352$358$1$highlight-offensivetarget$|367$375$2$highlight-offensivesignal$|377$389$3$highlight-offensivesignal$	type:textContent|351$358$1$highlight-offensivetarget$|367$375$2$highlight-offensivesignal$|377$389$3$highlight-offensivesignal$
3:5%OSIG|6:12%OTAR|82:89%OSIG	0	1273003493083820032	bu aq evrimi milletvekili falan mı lan elenmedi gitti dokunulmazlığı mı var nedir karının	1.0	1.0	1.0	3:5%OSIG|6:12%OTAR	3:5%OSIG|82:89%OSIG	-1	-1		
	0	1373367266176294913	#Sıra5816da https://t.co/bEMyLzPvdu amerikan siyonismin usagi yunan sevici vatan haini	1.0	2.0	-2.0	36:44%OTAR|62:67%OTAR|75:86%OSIG	36:86%HSIG	1.0	1.0	type:textContent|145$170$4$highlight-offensivesignal$|170$171$7$highlight-no$|171$183$5$highlight-offensivesignal$|184$195$8$highlight-offensivesignal$	type:textContent|145$170$1$highlight-offensivesignal$|171$183$2$highlight-offensivesignal$|184$195$3$highlight-offensivesignal$
	0	1275546020705943553	İlk sezon şampiyonluğu son maç kaybeden 2. Olan takımın hocasını 5-6 saat dinleyip. O kadroyu yapıyı kovdunuz. Futbolu aldınız ilk elinize hep söyledim Cocu yakar diye daha 5 hafta bitmemişti. Sonra 4/3 futbol cahili olan aptal FB taraftarını dinleyip Kazım Ersun Yanalı getirmek+	0.0	1.0	-2.0		203:227%OSIG|228:240%OTAR	1.0	1.0	type:textContent|312$325$1$highlight-offensivesignal$|331$336$2$highlight-offensivesignal$|337$349$3$highlight-offensivetarget$	type:textContent|312$325$3$highlight-offensivesignal$|331$336$1$highlight-offensivesignal$|337$349$2$highlight-offensivetarget$
	1	1376724992436617221	Shit be gay how nba be waiting till right before tip off to say a mf ain’t playing then the line change now that one ass shit kill a nigga ticket 😂		2.0	-2.0		0:11%OSIG|66:68%OSIG|117:125%OSIG|133:138%HSIG	-1	-1		
145:156%OTAR|171:190%OSIG|231:257%OSIG	0	1254864419600752640	"Seçim zamanı Müslüman olurlar

Ramazan gelince fitre zekat isterler

Dini Bayramları kutlarlar

İslama saldıranlara karşı bırak bi kelime etmeyi  LGBTcileri desteklerler

Ya siz ne ayaksınız Milleti Aptal yerine koymaktan vazgeçin

Ne mal olduğunuzu anladık ıspatlamaya çalışmayın"	1.0	1.0	1.0	145:156%OTAR|232:257%OSIG	146:150%OTAR|171:190%OSIG|231:257%OSIG	-1	-1		
	0	1274775176677335040	"2. Gol GALATASARAY ım yenilsin diye izleyen tüm orospu çocuklarını anasının amına girsin

 #GSvGFK
 #SaldırGALATASARAY"	1.0	2.0	-2.0	48:89%OSIG	44:88%HSIG	1.0	1.0	type:textContent|116$156$1$highlight-offensivetarget$|157$175$2$highlight-offensivesignal$|176$197$3$highlight-offensivesignal$	type:textContent|116$152$3$highlight-offensivetarget$|157$173$1$highlight-offensivesignal$|176$197$2$highlight-offensivesignal$
